Role,Remote Work Hours,Collaboration Score
Project Manager,7.061000499878099,21.144930456698642
Project Manager,7.074696377498428,19.68399262010667
Project Manager,8.645201121319317,23.7766517713713
Project Manager,7.720381282822526,21.245547984093527
Project Manager,7.254121025303769,20.653735998096614
Project Manager,8.044486520109608,22.981708578374587
Project Manager,8.539987106197222,21.852643187544235
Project Manager,7.431642054993686,24.001865023515563
Project Manager,8.245780951638,20.982535831026446
Project Manager,7.170694929987536,18.520106940793475
Project Manager,7.103363442337216,21.943893194924534
Project Manager,8.062709263136297,23.312912567216998
Project Manager,8.081270243220214,23.09872021201866
Project Manager,8.274859802996414,23.492237869889248
Project Manager,8.452182667445323,22.885995175620273
Project Manager,8.95170415892507,22.557526760621393
Project Manager,8.03260069660239,22.17890823049537
Project Manager,7.6459129458824915,20.276083324496817
Project Manager,8.590372389537407,24.64342437920144
Project Manager,7.541664502524148,20.86274293279509
Project Manager,7.877942841411272,20.517639887633777
Project Manager,7.156912762684532,19.831746762889573
Project Manager,7.050701486830915,20.720800155075267
Project Manager,8.925296829355851,23.00500682950574
Project Manager,8.671960241024411,22.110589888699174
Project Manager,8.391948412187396,23.14942764161266
Project Manager,7.817905888828539,22.00326163432016
Project Manager,7.346588640141691,19.93276251722669
Project Manager,7.312874085342172,19.919190712256864
Project Manager,7.50048579632919,21.349046498694836
Project Manager,8.09845332941224,20.024780146578497
Project Manager,8.429191845400124,20.747188029235417
Project Manager,8.320394753435462,21.56312317499227
Project Manager,7.559867793891886,20.799564860216
Project Manager,8.909730561326388,24.285822471049784
Project Manager,8.475793833391537,25.1646219922074
Project Manager,8.108708105022801,23.503905644848633
Project Manager,8.223441492468705,22.20697518999227
Project Manager,7.83920012485558,21.64987593785713
Project Manager,7.4954619790023145,19.487129911047916
Sales Representative,6.022707289534838,23.0134785034474
Sales Representative,6.937321283988252,25.927589904275028
Sales Representative,6.112606551363674,20.77782791185719
Sales Representative,6.237635832536144,23.504348855069946
Sales Representative,6.2350524935542095,24.057741717382804
Sales Representative,7.298420604232128,21.958731978829583
Sales Representative,7.492089758530847,23.20929174806303
Sales Representative,7.166737530194319,21.274626793748485
Sales Representative,7.924345096949084,25.444579942231332
Sales Representative,6.749741159047408,24.57579570178876
Sales Representative,6.571424172563722,25.396383923271486
Sales Representative,7.737198256378921,25.585538683387504
Sales Representative,6.447191677038905,25.33730667243475
Sales Representative,7.926445078881223,23.78273797044011
Sales Representative,6.024308949379632,19.493544239726532
Sales Representative,7.939757653415278,25.79619375848563
Sales Representative,6.086319823901152,22.748737821211268
Sales Representative,7.782286227396142,25.515530332651146
Sales Representative,7.0554022181726,21.009641286285383
Sales Representative,7.985929592238601,25.838179125208022
Sales Representative,6.147593129470797,20.338482008184315
Sales Representative,7.107708568802641,25.21992596085034
Sales Representative,7.938605071238198,26.42710751162167
Sales Representative,7.046195688340298,22.682571697189562
Sales Representative,7.258797276270525,23.746794176536007
Sales Representative,7.391497377969234,23.19417447310504
Sales Representative,6.9090821295355465,23.724145613161337
Sales Representative,7.255116160168127,25.94294580108811
Sales Representative,7.1686286238462005,22.858668178189085
Sales Representative,7.802316020981978,26.360701815240724
Sales Representative,6.090892760682916,21.38639909380717
Sales Representative,6.56192637918446,21.934543509975402
Sales Representative,7.9008229681531175,25.6411003963744
Sales Representative,7.780527567781832,24.008191651934602
Sales Representative,6.911313505571426,22.99215305312208
Sales Representative,7.240265195603073,22.68371355232287
Sales Representative,6.554762365962265,26.056612431299115
Sales Representative,6.376242319447522,22.805379966852637
Sales Representative,6.927396809879964,22.80520535777105
Sales Representative,6.706704456052106,23.734378778205542
Sales Representative,7.167312223701744,24.166132372867242
Sales Representative,6.1554692739299695,21.979484148560108
Sales Representative,7.948789615332333,26.818829280729805
Sales Representative,7.972421488959206,27.08110454298937
Sales Representative,7.396323428039491,23.99689513466319
Sales Representative,7.072192732688241,23.28065810440946
Sales Representative,6.619055232572656,22.825532919417846
Sales Representative,7.627590039413898,21.80229833172442
Sales Representative,7.369462345107759,22.46613809691769
Sales Representative,6.325233878689783,24.700779158546354
Sales Representative,7.821854368987685,28.111160308227294
Sales Representative,7.645074485846338,24.91659491235811
Sales Representative,7.899599826583848,26.66403509775135
Sales Representative,7.45143901677672,25.369753265368747
Sales Representative,7.22683039187158,29.071981996426018
Sales Representative,6.836486072581238,25.35233451231434
Sales Representative,7.8654569667080265,25.539037546194905
Sales Representative,7.732127779000817,24.030944897100994
Sales Representative,6.090437340212379,19.7712052000384
Sales Representative,6.052733948994504,22.410663351789843
Sales Representative,6.752926733756099,22.37132734958574
Sales Representative,7.621106661563665,23.10883275873082
Sales Representative,7.974552258629889,24.979245190895988
Sales Representative,6.300833782207056,20.97934555899252
Sales Representative,7.18826143070427,26.907235314017385
Sales Representative,6.761781713262043,24.84602306194826
Sales Representative,7.939828795629206,25.86769862928349
Sales Representative,7.684237846271417,27.588391900877873
Sales Representative,7.676657409422276,25.46936728031598
Sales Representative,6.93738631958994,22.582846337187487
Sales Representative,6.829639004675331,25.943964125255146
Sales Representative,6.546814143861413,23.901993353249814
Sales Representative,6.112750993301854,20.669632755114026
Sales Representative,7.729444752510107,25.1733814878948
Sales Representative,7.625802018260155,23.938176656443176
Sales Representative,7.999435346572261,23.924671096698017
Sales Representative,7.993273674147811,27.375813669593086
Sales Representative,7.110863411205255,27.085851783115707
Sales Representative,7.537974830361021,22.97809829999333
Sales Representative,7.889531459764856,26.62351677456557
Sales Representative,7.699294781354823,24.422625709026907
Sales Representative,6.494696203486395,22.258704331325745
Sales Representative,6.901088270620187,22.91358565488207
Sales Representative,6.25831883030299,21.220651506086256
Sales Representative,7.908102054517444,25.88898655095213
Sales Representative,7.21234926890176,23.178273363186964
Sales Representative,6.457285611006926,23.32025646068361
Sales Representative,7.343401368811714,24.61144557344972
Sales Representative,7.236256480915792,24.11409089153197
Sales Representative,6.716325436065681,22.071305379068964
Sales Representative,6.227115184399258,21.589073372946018
Sales Representative,7.343146391185599,25.81937962110983
Sales Representative,7.040615401807587,24.832606585051746
Sales Representative,7.544636783471279,23.62294069974473
Sales Representative,7.040327002223987,24.22965246259181
Sales Representative,7.7043630006370805,26.535806686331846
Sales Representative,7.103813677548971,21.703519433415885
Sales Representative,7.121875943070773,25.05879217471145
Sales Representative,7.75330720531669,24.512678772214613
Sales Representative,6.8069657324247945,24.469829467739327
